0,0,0.6301369863013698
0,4472,0.6172839506172839
0,16009,0.64
0,18540,0.6111111111111112
2,2,0.7804878048780488
3,3,0.704225352112676
3,4365,0.6301369863013698
3,12281,0.6052631578947368
7,16689,0.6190476190476191
11,17182,0.6329113924050633
11,18985,0.6133333333333333
14,11672,0.6172839506172839
15,18830,0.6075949367088608
15,20218,0.6190476190476191
23,10474,0.6376811594202898
25,8690,0.6301369863013698
25,15453,0.6176470588235294
28,264,0.6190476190476191
34,6149,0.6111111111111112
34,6471,0.6111111111111112
35,16023,0.6301369863013698
37,13544,0.6153846153846154
38,1888,0.6301369863013698
40,56,0.7058823529411765
41,7778,0.6024096385542169
41,11916,0.6046511627906976
41,18468,0.6341463414634146
49,7555,0.6233766233766234
50,8237,0.6190476190476191
50,9843,0.6097560975609756
51,67,0.8860759493670886
51,97,0.6172839506172839
51,110,0.6410256410256411
53,69,0.8571428571428571
60,1900,0.6133333333333333
60,6971,0.6363636363636364
60,13304,0.6388888888888888
61,9423,0.6133333333333333
64,88,0.8169014084507042
65,20755,0.6133333333333333
66,90,0.972972972972973
66,12395,0.6153846153846154
66,15496,0.6111111111111112
67,91,0.6987951807228916
68,92,0.96875
68,772,0.6027397260273972
69,93,0.8611111111111112
69,242,0.6233766233766234
70,94,0.9866666666666667
70,8966,0.6111111111111112
71,95,0.8656716417910447
72,7234,0.631578947368421
72,16055,0.6052631578947368
73,3013,0.6588235294117647
74,98,0.7012987012987013
78,102,0.961038961038961
78,12555,0.6052631578947368
80,104,0.9873417721518988
81,105,0.8641975308641975
82,106,0.9736842105263158
82,10241,0.6133333333333333
83,107,1.0
84,108,0.9866666666666667
85,109,0.8405797101449275
86,110,0.6419753086419753
87,12076,0.6233766233766234
88,112,0.8045977011494253
89,113,0.7435897435897436
90,114,0.958904109589041
90,2250,0.631578947368421
90,2266,0.6027397260273972
90,2326,0.6027397260273972
90,2403,0.64
90,2443,0.6172839506172839
90,2502,0.6216216216216216
90,11443,0.6216216216216216
90,11747,0.631578947368421
90,15531,0.6027397260273972
